1st,2nd,3rd,4th,speaker,pitch_con,syl,tone,prevsyl
1.0676791213204692e-05,7.204359766095389e-06,-0.02059609896476558,1.3440533747590728,s1,_HHCD1_s1_1,1,3,none
1.043482200140664e-05,2.7070096002548095e-05,-0.02090773263047343,1.348133507223898,s1,_HHCD2_s1_1,1,3,none
1.2184089803749734e-05,-0.00012374975002373386,-0.016189501706162117,1.2867029061733863,s1,_HHCD3_s1_1,1,3,none
1.4690577833644673e-05,-0.00034591584664236507,-0.01111233250470375,1.2729165273566125,s1,_HHCD4_s1_1,1,3,none
1.8676018320502286e-05,-0.00043442487570309135,-0.013064732274550319,1.290378247778201,s1,_HHCD5_s1_1,1,3,none
2.7361152593372834e-05,-0.001521784256474296,0.014416480361736966,1.2862722061347682,s1,_HHDA1_s1_1,1,4,none
1.082953204375626e-05,-0.0007622592509449119,0.006895734702231633,1.2927167901199825,s1,_HHDA2_s1_1,1,4,none
1.34112386625505e-05,-0.0009306311576734126,0.010046031372607019,1.285647285756183,s1,_HHDA3_s1_1,1,4,none
2.081699697235423e-05,-0.0012035471673599812,0.010853524194021297,1.291237570384195,s1,_HHDA4_s1_1,1,4,none
9.513492715594884e-06,-0.0007019045975077895,0.006516075958315285,1.2746564803805134,s1,_HHDA5_s1_1,1,4,none
2.549742522026346e-05,-0.0015408005400585649,0.014658229329305343,1.3156839074869697,s1,_HHDB1_s1_1,1,4,none
1.1262247719355926e-05,-0.0009807251583106229,0.011356126347717805,1.310217790725149,s1,_HHDB2_s1_1,1,4,none
